0.017600784	0.012734882	0.00013395495
0.019421396	0.028695051	0.00014218370
0.021242007	0.025122058	9.0381149e-05
0.023062618	0.029542449	7.0676524e-05
0.024883229	0.026284303	5.4072741e-05
0.026703840	0.019507957	4.1023228e-05
0.028524452	0.017934147	3.9741269e-05
0.030345063	0.016127747	3.5206877e-05
0.032165674	0.016861159	3.1034865e-05
0.033986285	0.017187008	2.7509743e-05
0.035806897	0.015271257	2.3901227e-05
0.037627508	0.012637984	2.0756308e-05
0.039448119	0.010136559	1.8085548e-05
0.041268730	0.0077849077	1.5442203e-05
0.043089341	0.0064606640	1.3966792e-05
0.044909953	0.0054789702	1.2223786e-05
0.046730564	0.0045874081	1.1369993e-05
0.048551175	0.0039222331	1.0211518e-05
0.050371786	0.0033719892	9.1837891e-06
0.052192397	0.0029598529	8.5789234e-06
0.054013009	0.0026189022	7.6736665e-06
0.055833620	0.0022261785	7.3121635e-06
0.057654231	0.0019762895	6.6308734e-06
0.059474842	0.0017455668	6.0892524e-06
0.061295453	0.0015724679	5.7222283e-06
0.063116065	0.0014066696	5.3085651e-06
0.064936676	0.0012584341	5.0330117e-06
0.066757287	0.0011573706	4.7050308e-06
0.068577898	0.0010407473	4.4023251e-06
0.070398509	0.00096370983	4.2269601e-06
0.072219121	0.00088272989	3.8946535e-06
0.074039732	0.00079442211	3.7098234e-06
0.075860343	0.00072915310	3.5468992e-06
0.077680954	0.00066927329	3.2860461e-06
0.079501565	0.00061301453	3.1569761e-06
0.081322177	0.00057210173	2.9600886e-06
0.083142788	0.00051832037	2.8381630e-06
0.084963399	0.00049005368	2.7495982e-06
0.086784010	0.00044790248	2.5420298e-06
0.088604622	0.00041894077	2.4797210e-06
0.090425233	0.00039096859	2.3089412e-06
0.092245844	0.00035639561	2.2224863e-06
0.094066455	0.00033935895	2.1408210e-06
0.095887066	0.00031411871	2.0498697e-06
0.097707678	0.00029106260	1.9639065e-06
0.099528289	0.00027759864	1.8743833e-06
