0.017600784	0.010076028	0.00011915327
0.019421396	0.013413334	9.7210834e-05
0.021242007	0.0080913446	5.1293296e-05
0.023062618	0.011098709	4.3319972e-05
0.024883229	0.0081601090	3.0128543e-05
0.026703840	0.0061589048	2.3050252e-05
0.028524452	0.0050106272	2.1006196e-05
0.030345063	0.0042382585	1.8048220e-05
0.032165674	0.0051751875	1.7193694e-05
0.033986285	0.0055598006	1.5646457e-05
0.035806897	0.0048933158	1.3529584e-05
0.037627508	0.0038561519	1.1465375e-05
0.039448119	0.0027010623	9.3358468e-06
0.041268730	0.0019638629	7.7560057e-06
0.043089341	0.0015383080	6.8152175e-06
0.044909953	0.0012706985	5.8867761e-06
0.046730564	0.0010561592	5.4555834e-06
0.048551175	0.00091138244	4.9223661e-06
0.050371786	0.00080332743	4.4825497e-06
0.052192397	0.00071634731	4.2204576e-06
0.054013009	0.00065572050	3.8397475e-06
0.055833620	0.00055492944	3.6507726e-06
0.057654231	0.00050976834	3.3676883e-06
0.059474842	0.00046872173	3.1553917e-06
0.061295453	0.00042908394	2.9891342e-06
0.063116065	0.00038420721	2.7743666e-06
0.064936676	0.00034177281	2.6228983e-06
0.066757287	0.00032449376	2.4913194e-06
0.068577898	0.00030176438	2.3705191e-06
0.070398509	0.00028310598	2.2910234e-06
0.072219121	0.00026036330	2.1151676e-06
0.074039732	0.00023928293	2.0360265e-06
0.075860343	0.00022291612	1.9611473e-06
0.077680954	0.00020785516	1.8312697e-06
0.079501565	0.00019454533	1.7784691e-06
0.081322177	0.00017746273	1.6486241e-06
0.083142788	0.00016495120	1.6010907e-06
0.084963399	0.00015740651	1.5583275e-06
0.086784010	0.00014947876	1.4685159e-06
0.088604622	0.00013584055	1.4120212e-06
0.090425233	0.00013526815	1.3581249e-06
0.092245844	0.00012336291	1.3075708e-06
0.094066455	0.00011340326	1.2375520e-06
0.095887066	0.00010892891	1.2071213e-06
0.097707678	0.00010432669	1.1757780e-06
0.099528289	0.00010109683	1.1311456e-06
0.10134890	9.6336136e-05	1.0977096e-06
0.10316951	8.8782265e-05	1.0506225e-06
0.10499012	8.6534113e-05	1.0282027e-06
0.10681073	8.3521571e-05	9.9585813e-07
0.10863134	7.8126352e-05	9.5382488e-07
0.11045196	7.4582933e-05	9.2938685e-07
0.11227257	7.1251031e-05	8.9739377e-07
0.11409318	6.6452459e-05	8.6897518e-07
0.11591379	6.3929945e-05	8.4330316e-07
