0.017600784	0.015930579	0.00014982251
0.019421396	0.044164171	0.00017639300
0.021242007	0.043003396	0.00011825013
0.023062618	0.049959913	9.1910001e-05
0.024883229	0.046910503	7.2237915e-05
0.026703840	0.034234963	5.4344908e-05
0.028524452	0.031808064	5.2926110e-05
0.030345063	0.028733386	4.6993095e-05
0.032165674	0.029959216	4.1368651e-05
0.033986285	0.029111918	3.5803197e-05
0.035806897	0.025472146	3.0868503e-05
0.037627508	0.021237197	2.6906661e-05
0.039448119	0.017119850	2.3503708e-05
0.041268730	0.013657536	2.0453550e-05
0.043089341	0.011561736	1.8683989e-05
0.044909953	0.0098028740	1.6350573e-05
0.046730564	0.0082223059	1.5222056e-05
0.048551175	0.0070845953	1.3724013e-05
0.050371786	0.0060947532	1.2346870e-05
0.052192397	0.0053745567	1.1560299e-05
0.054013009	0.0047794768	1.0366531e-05
0.055833620	0.0040923795	9.9141125e-06
0.057654231	0.0036642227	9.0289320e-06
0.059474842	0.0031879705	8.2291103e-06
0.061295453	0.0028801890	7.7443464e-06
0.063116065	0.0025905038	7.2039918e-06
0.064936676	0.0023047472	6.8112113e-06
0.066757287	0.0021197963	6.3675638e-06
0.068577898	0.0018917768	5.9353239e-06
0.070398509	0.0017465248	5.6903945e-06
0.072219121	0.0015998631	5.2431986e-06
0.074039732	0.0014480498	5.0086343e-06
0.075860343	0.0013161540	4.7653284e-06
0.077680954	0.0011983738	4.3971174e-06
0.079501565	0.0010996217	4.2282199e-06
0.081322177	0.0010167617	3.9461871e-06
0.083142788	0.00093568699	3.8133221e-06
0.084963399	0.00086076043	3.6440854e-06
0.086784010	0.00079454142	3.3856899e-06
0.088604622	0.00073970352	3.2949994e-06
0.090425233	0.00068843579	3.0638935e-06
0.092245844	0.00063233713	2.9603785e-06
0.094066455	0.00059083949	2.8247853e-06
0.095887066	0.00055938599	2.7354901e-06
0.097707678	0.00051681003	2.6169358e-06
0.099528289	0.00048474083	2.4768776e-06
0.10134890	0.00045040239	2.3733676e-06
0.10316951	0.00041985396	2.2847186e-06
0.10499012	0.00039180418	2.1878603e-06
0.10681073	0.00036961323	2.0949415e-06
0.10863134	0.00035078254	2.0211049e-06
0.11045196	0.00033031900	1.9558862e-06
0.11227257	0.00030957578	1.8705571e-06
0.11409318	0.00029089996	1.8181247e-06
0.11591379	0.00027806800	1.7587620e-06
0.11773440	0.00026496107	1.6775401e-06
0.11955501	0.00024540131	1.6288216e-06
0.12137562	0.00023758469	1.5925209e-06
0.12319623	0.00022183230	1.5123211e-06
0.12501685	0.00021214470	1.4825509e-06
0.12683746	0.00020385883	1.4172934e-06
0.12865807	0.00019103916	1.3800727e-06
0.13047868	0.00018726861	1.3599858e-06
0.13229929	0.00017672181	1.3044776e-06
0.13411990	0.00016792429	1.2803735e-06
0.13594051	0.00016140971	1.2299869e-06
0.13776112	0.00015303599	1.1950103e-06
0.13958174	0.00015019096	1.1672206e-06
0.14140235	0.00014234114	1.1302613e-06
0.14322296	0.00013534095	1.1032904e-06
0.14504357	0.00013227334	1.0748248e-06
0.14686418	0.00012489174	1.0401146e-06
0.14868479	0.00011963905	1.0200998e-06
0.15050540	0.00011435315	9.8324882e-07
0.15232601	0.00011053308	9.6765448e-07
0.15414662	0.00010818123	9.6116486e-07
0.15596724	0.00010296604	9.4928810e-07
0.15778785	9.8342254e-05	9.2296416e-07
0.15960846	9.4263207e-05	9.1017168e-07
0.16142907	9.2829697e-05	9.0605453e-07
0.16324968	8.9098486e-05	8.8858890e-07
0.16507029	8.5108250e-05	8.6664864e-07
0.16689090	8.2749333e-05	8.5100819e-07
